Version,Dimension,English Count,German Count,L1 Total Abs Pct Diff,Total Variation Distance,Max Abs Pct Diff,Cramers V,P Value,Expected Cells Below 5,P Value Adj Bh
400,Priority,8861,7402,0.025375823753213234,0.012687911876606617,0.012687911876606617,0.01363850447826686,0.22035165146011926,0,0.7532759226099618
400,Type,8861,7402,0.021617975005062573,0.010808987502531286,0.009832880519425158,0.012031994151438925,0.5021839484066413,0,0.7532759226099618
400,Queue,8861,7402,0.04377741174824686,0.02188870587412343,0.01400364834888318,0.02586009364469735,0.28431906252083977,0,0.7532759226099618
51,Priority,551,318,0.057048933328767565,0.028524466664383782,0.028524466664383796,0.03035294873609582,0.6701152942467228,0,0.846011405461157
51,Type,551,318,0.1277722608407812,0.0638861304203906,0.0638861304203906,0.06832234775830155,0.25543349144140065,0,0.7532759226099618
51,Queue,551,318,0.11595840609982994,0.05797920304991497,0.03079592279332033,0.07869464097716822,0.7998574166995189,0,0.846011405461157
52,Priority,4317,3294,0.013155513024502186,0.006577756512251093,0.006577756512251065,0.0066288991537110774,0.846011405461157,0,0.846011405461157
52,Type,4317,3294,0.03486871279851382,0.01743435639925691,0.012643705804940286,0.02044502196961526,0.364495034759942,0,0.7532759226099618
52,Queue,4317,3294,0.050573557414601414,0.025286778707300707,0.015320672750126274,0.03372611476578898,0.46950593845534494,0,0.7532759226099618
